timestamp,proxy_id,host,cpu,mem,cc,cs,http,https,ftp,interfaces,status
2026-01-08 05:37:43,2,192.168.1.11,,,,,,,,,성공
2026-01-08 05:37:51,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 05:37:53,2,192.168.1.11,,,,,,,,,성공
2026-01-08 05:41:57,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 05:41:59,2,192.168.1.11,,,,,,,,,성공
2026-01-08 06:00:11,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 06:17:43,2,192.168.1.11,,,,,,,,,성공
2026-01-08 06:34:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 06:50:10,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:05:48,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:05:50,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:22:00,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:22:02,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:38:48,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:38:50,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:55:37,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:55:41,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:56:37,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:56:39,2,192.168.1.11,,,,,,,,,성공
2026-01-08 07:59:11,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 07:59:13,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:00:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:00:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:01:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:01:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:02:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:02:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:03:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:03:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:04:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:04:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:05:12,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:05:14,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:06:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:06:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:07:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:07:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:08:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:08:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:09:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:09:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:10:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:10:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:11:13,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:11:15,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:12:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:12:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:13:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:13:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:14:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:14:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:15:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:15:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:16:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:16:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:17:14,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:17:16,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:18:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:18:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:19:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:19:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:20:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:20:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:21:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:21:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:22:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:22:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:23:15,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:23:17,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:24:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:24:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:25:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:25:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:26:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:26:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:27:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:27:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:28:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:28:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:29:16,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:29:18,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:30:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:30:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:31:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:31:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:32:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:32:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:33:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:33:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:34:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:34:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:35:17,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:35:19,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:36:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:36:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:37:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:37:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:38:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:38:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:39:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:39:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:40:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:40:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:41:18,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:41:20,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:42:19,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:42:21,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:43:19,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:43:21,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:44:19,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:44:21,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:45:19,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:45:21,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:46:19,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:46:21,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:47:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:47:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:48:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:48:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:49:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:49:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:50:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:50:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:51:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:51:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:52:20,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:52:22,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:53:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:53:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:54:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:54:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:55:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:55:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:56:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:56:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:57:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:57:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:58:21,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:58:23,2,192.168.1.11,,,,,,,,,성공
2026-01-08 08:59:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 08:59:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:00:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:00:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:01:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:01:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:02:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:02:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:03:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:03:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:04:22,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:04:24,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:05:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:05:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:06:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:06:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:07:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:07:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:08:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:08:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:09:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:09:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:10:23,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:10:25,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:11:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:11:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:12:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:12:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:13:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:13:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:14:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:14:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:15:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:15:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:16:24,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:16:26,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:17:25,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:17:27,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:18:25,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:18:27,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:19:25,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:19:27,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:20:25,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:20:27,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:21:25,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:21:27,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:22:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:22:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:23:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:23:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:24:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:24:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:25:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:25:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:26:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:26:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:27:26,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:27:28,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:28:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:28:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:29:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:29:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:30:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:30:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:31:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:31:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:32:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:32:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:33:27,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:33:29,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:34:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:34:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:35:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:35:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:36:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:36:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:37:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:37:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:38:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:38:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:39:28,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:39:30,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:40:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:40:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:41:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:41:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:42:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:42:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:43:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:43:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:44:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:44:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:45:29,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:45:31,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:46:30,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:46:32,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:47:30,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:47:32,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:48:30,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:48:32,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:49:30,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:49:32,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:50:30,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:50:32,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:51:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:51:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:52:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:52:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:53:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:53:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:54:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:54:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:55:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:55:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:56:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:56:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:57:31,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:57:33,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:58:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:58:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 09:59:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 09:59:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:00:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:00:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:01:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:01:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:02:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:02:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:03:32,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:03:34,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:04:33,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:04:35,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:05:33,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:05:35,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:06:33,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:06:35,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:07:33,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:07:35,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:08:33,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:08:35,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:09:34,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:09:36,2,192.168.1.11,,,,,,,,,성공
2026-01-08 10:10:34,1,192.168.1.10,,,,,,,,,수집 타임아웃
2026-01-08 10:10:36,2,192.168.1.11,,,,,,,,,성공
